# category|path|normalized source line|expected count|owner/reason
h5-physical-writer|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|override fun setContentInset(params: String?, callback: KuiklyRenderCallback?) {|1|h5-web-operation-arbiter
h5-physical-writer|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|val committed = contentEle.style.transform == targetTransform &&|1|h5-web-operation-arbiter
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|- (dispatch_block_t)p_invalidateCurrentScrollWrite:(KRScrollWriteResultCode)resultCode {|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|- (dispatch_block_t)p_invalidateCurrentScrollWrite:(KRScrollWriteResultCode)resultCode;|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|- (void)css_abortContentOffsetAnimate {|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|- (void)css_prepareForComposeReuse:(NSString *)params {|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|- (void)scrollViewDidEndDecelerating:(UIScrollView *)scrollView {|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|- (void)scrollViewDidEndDragging:(UIScrollView *)scrollView willDecelerate:(BOOL)decelerate {|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|- (void)scrollViewWillBeginDragging:(UIScrollView *)scrollView {|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|[self css_abortContentOffsetAnimate];|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|[self css_prepareForComposeReuse:params];|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|dispatch_block_t terminal = [self p_invalidateCurrentScrollWrite:KRScrollWriteResultCodeCanceled];|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|dispatch_block_t terminal = [self p_invalidateCurrentScrollWrite:KRScrollWriteResultCodeDestroyed];|1|ios-terminal-lifecycle-funnel
ios-lifecycle-fence|core-render-ios/Extension/Components/KRScrollView.m|dispatch_block_t terminal = [self p_invalidateCurrentScrollWrite:KRScrollWriteResultCodeInterrupted];|1|ios-terminal-lifecycle-funnel
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|- (void)setContentOffset:(CGPoint)contentOffset animated:(BOOL)animated {|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|- (void)setContentOffset:(CGPoint)contentOffset {|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|[self setContentOffset:CGPointMake(offsetX, offsetY) animated:NO];|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|[self setContentOffset:contentOffset animated:NO];|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|[self setContentOffset:contentOffset];|2|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|[self setContentOffset:self.contentOffset animated:NO];|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|[super setContentOffset:contentOffset animated:animated];|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|[super setContentOffset:contentOffset];|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|[super setContentOffset:currentOffset animated:NO];|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|self.contentInset = UIEdgeInsetsZero;|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|self.contentInset = contentInset;|2|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|self.contentInset = endDragInset;|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|self.contentInset = newContentInsets;|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|self.contentInset = operation.targetInset;|1|ios-current-operation-arbiter
ios-physical-writer|core-render-ios/Extension/Components/KRScrollView.m|self.contentInset = targetInset;|2|ios-current-operation-arbiter
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|AbortContentOffsetAnimate();|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|KRRenderCallback KRScrollerView::FinalizeScrollWrite(|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|PrepareForComposeReuse(params);|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|replacement_stop_event_fence_.Reset();|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto callback = FinalizeScrollWrite(operation, result_code, result);|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto callback = FinalizeScrollWrite(scroll_write_arbiter_.Current(), result_code, result);|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto operation = InstallScrollWrite(|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto operation = InstallScrollWrite(KRNativeScrollWriteResource::ContentOffset,|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto terminal = FinalizeScrollWrite(operation, KRScrollWriteResultCode::AlreadySatisfied, result);|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto terminal = FinalizeScrollWrite(operation, KRScrollWriteResultCode::Committed, result);|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto terminal = FinalizeScrollWrite(scroll_write_arbiter_.Current(),|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto terminal = FinalizeScrollWrite(scroll_write_arbiter_.Current(), KRScrollWriteResultCode::Canceled,|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto terminal = FinalizeScrollWrite(scroll_write_arbiter_.Current(), KRScrollWriteResultCode::Destroyed,|3|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|auto terminal = strong_this->FinalizeScrollWrite(|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|constexpr char kMethodNameAbortContentOffsetAnimate[] = "abortContentOffsetAnimate";|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|constexpr char kMethodNamePrepareForComposeReuse[] = "prepareForComposeReuse";|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|previous_callback = FinalizeScrollWrite(previous, KRScrollWriteResultCode::Replaced, previous_result);|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|std::shared_ptr<KRNativeScrollWriteOperation> KRScrollerView::InstallScrollWrite(|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|terminal = FinalizeScrollWrite(operation, KRScrollWriteResultCode::Committed,|2|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|void KRScrollerView::AbortContentOffsetAnimate() {|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|void KRScrollerView::OnDestroy() {|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|void KRScrollerView::PrepareForComposeReuse(const KRAnyValue &value) {|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|} else if (kuikly::util::isEqual(method, kMethodNameAbortContentOffsetAnimate)) {|1|ohos-terminal-lifecycle-funnel
ohos-lifecycle-fence|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|} else if (kuikly::util::isEqual(method, kMethodNamePrepareForComposeReuse)) {|1|ohos-terminal-lifecycle-funnel
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|SetContentInset(content_inset, callback);|1|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|SetContentInset(content_inset, nullptr);|1|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|SetContentInset(params, callback);|1|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|kuikly::util::GetNodeApi()->setAttribute(GetNode(), NODE_SCROLL_BY, &item);|6|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|kuikly::util::SetArkUIContentOffset(|1|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|kuikly::util::SetArkUIContentOffset(GetNode(), first_offset_x_, first_offset_y_, first_animate_,|1|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|kuikly::util::SetArkUIContentOffset(GetNode(), offset_x, offset_y, animate, duration, curve, damping);|1|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|kuikly::util::SetArkUIContentOffset(GetNode(), target_offset.x, target_offset.y, true, 0, 0, 0);|1|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|strong_this->GetNode(), NODE_SCROLL_BY, &item);|2|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|void KRScrollerView::SetContentInset(const KRAnyValue &value, const KRRenderCallback &callback) {|1|ohos-current-operation-arbiter
ohos-physical-writer|core-render-ohos/src/main/cpp/libohos_render/expand/components/scroller/KRScrollerView.cpp|void KRScrollerView::SetContentInset(const std::shared_ptr<KRScrollerContentInset> &content_inset,|1|ohos-current-operation-arbiter
